"","scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"704","Fungi","2016-09-23 17:21:00 -0300","Never thought about species, or even genus.  Just always said ""blue stain"" and was done with it.  If anyone knows how to narrow it down to genus, I'd gratefully appreciate the info.  Host is eastern white pine (P. strobus).          ","York, CA-NB, CA",45.8273167848,-66.7597323325,NA,"Fungi Including Lichens","http://inaturalist.ca/observations/4206116","https://static.inaturalist.org/photos/5014787/medium.jpeg?1474895207","e-aus-kanada",4206116,"Fungi including Lichens","Fungi",47170,"false",0,0,"2016/09/23 5:21 PM ADT","2016-09-23","2016-09-23 20:21:00 UTC","Atlantic Time (Canada)",2,"Charters Settlement, NB E3C, Canada","obscured","","true","","","",198686,"2016-09-26 13:15:22 UTC","2016-11-17 18:20:08 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"705","Trametes versicolor","2016-09-23 17:14:00 -0300","         ","York, CA-NB, CA",45.9079528384,-66.7891397143,NA,"turkey-tail","http://inaturalist.ca/observations/4206046","https://static.inaturalist.org/photos/5014757/medium.jpeg?1474894742","e-aus-kanada",4206046,"Turkey-tail","Fungi",54134,"false",1,0,"2016/09/23 5:14 PM ADT","2016-09-23","2016-09-23 20:14:00 UTC","Atlantic Time (Canada)",2,"Charters Settlement, NB E3C, Canada","obscured","","true","","","",198686,"2016-09-26 12:59:38 UTC","2016-11-17 18:20:12 UTC","research","CC-BY-NC",NA,NA,"false"
"706","Chroogomphus rutilus","2016-09-25 22:16:39 -0400","In grass under a pine bush near mulch","37-41 University Drive Fort Kent, ME 04743",47.25149665,-68.58914806,NA,"Brownish Chroogomphus","http://www.inaturalist.org/observations/4204345","https://static.inaturalist.org/photos/5262468/medium.jpeg?1476811916","kaitlindif",4204345,"Brownish Chroogomphus","Fungi",194275,"true",0,0,"2016-09-25 10:16:39 PM EDT","2016-09-25","2016-09-26 02:16:39 UTC","Eastern Time (US & Canada)",9,"","","","false","gps","gps","",316433,"2016-09-26 02:18:33 UTC","2016-10-26 17:41:20 UTC","needs_id","CC-BY-NC",NA,2,"false"
"707","Gloeophyllum sepiarium","2016-09-25 16:55:13 -0400","Many were growing underneath the birch log","Fort Kent, ME 04743",47.24489833,-68.59188773,NA,"Conifer Mazegill","http://www.inaturalist.org/observations/4201914","https://static.inaturalist.org/photos/5008771/medium.jpeg?1474840103","kaitlindif",4201914,"Conifer Mazegill","Fungi",67338,"true",1,0,"2016-09-25 4:55:13 PM EDT","2016-09-25","2016-09-25 20:55:13 UTC","Eastern Time (US & Canada)",8,"","","","false","","","",316433,"2016-09-25 20:55:33 UTC","2016-10-03 19:43:11 UTC","needs_id","CC-BY-NC",NA,2,"false"
"708","Trametes","2016-09-24 14:20:00 +1000","Field Notes - it was probably the size of my  hand so about 15 cm each (tail) the under part was smoothish. sorry about the second picture, had to run after the 4 year old who dosent get ""taking it slow"" ??","Québec, CA",45.4312680859,-73.5426656062,NA,"","http://www.inaturalist.org/observations/4201723","https://static.inaturalist.org/photos/5007833/medium.jpg?1474835619","ravenwispers",4201723,"Trametes","Fungi",47378,"true",2,0,"2016-09-24T14:20","2016-09-24","2016-09-24 04:20:00 UTC","Sydney",NA,"Communauté-Urbaine-de-Montréal, CA-QC, CA","obscured","","true","","","",333411,"2016-09-25 20:33:32 UTC","2018-04-05 16:37:26 UTC","needs_id","CC-BY",NA,111,"false"
"709","Trametes versicolor","2016-09-24 00:00:00 -0500","","Parc de la Gatineau, Québec",45.48474,-75.846792,NA,"turkey-tail","http://inaturalist.ca/observations/4201200","https://static.inaturalist.org/photos/5007120/medium.jpeg?1474832749","swampy",4201200,"Polypore versicolore","Fungi",54134,"false",2,0,"2016-09-24","2016-09-24","","Eastern Time (US & Canada)",NA,"","","","false","","","",109854,"2016-09-25 19:45:47 UTC","2018-04-05 16:36:41 UTC","research","CC-BY-NC",NA,NA,"false"
"710","Ramaria flaccida","2016-09-24 00:00:00 -0500","","Parc de la Gatineau, Québec",45.48662,-75.847607,NA,"","http://inaturalist.ca/observations/4201193","https://static.inaturalist.org/photos/5007097/medium.jpeg?1474832671","swampy",4201193,"Ramaria flaccida","Fungi",550088,"false",1,0,"2016-09-24","2016-09-24","","Eastern Time (US & Canada)",46,"","","","false","","","",109854,"2016-09-25 19:44:27 UTC","2018-01-18 13:06:03 UTC","research","CC-BY-NC",NA,NA,"false"
"711","Hygrocybe","2016-09-24 00:00:00 -0500","","Parc de la Gatineau, Québec",45.48662,-75.847607,NA,"Waxcaps","http://inaturalist.ca/observations/4201158","https://static.inaturalist.org/photos/5007041/medium.jpeg?1474832442","swampy",4201158,"Waxcaps","Fungi",51871,"false",1,0,"2016-09-24","2016-09-24","","Eastern Time (US & Canada)",46,"","","","false","","","",109854,"2016-09-25 19:40:40 UTC","2018-01-18 13:05:33 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"712","Amanita","2016-09-24 00:00:00 -0500","","Parc de la Gatineau, Québec",45.48662,-75.847607,NA,"amanita mushrooms","http://inaturalist.ca/observations/4201043","https://static.inaturalist.org/photos/5006944/medium.jpeg?1474831764","swampy",4201043,"Amanites","Fungi",48419,"false",3,0,"2016-09-24","2016-09-24","","Eastern Time (US & Canada)",46,"","","","false","","","",109854,"2016-09-25 19:29:22 UTC","2018-04-05 20:28:52 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"713","Ramaria botrytis","2016-09-24 00:00:00 -0500","","Parc de la Gatineau, Québec",45.48662,-75.847607,NA,"rosso coral fungus","http://inaturalist.ca/observations/4200977","https://static.inaturalist.org/photos/5006866/medium.jpeg?1474831424","swampy",4200977,"Rosso Coral","Fungi",48800,"false",0,0,"2016-09-24","2016-09-24","","Eastern Time (US & Canada)",46,"","","","false","","","",109854,"2016-09-25 19:23:41 UTC","2016-09-25 19:23:46 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"714","Fungi","2016-09-25 10:16:26 -0400","","59 E Main St, Fort Kent, ME, US",47.2555942701,-68.5901196561,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4199038","https://static.inaturalist.org/photos/5004045/medium.jpg?1474813269","kwhitely",4199038,"","Fungi",47170,"false",0,0,"Sun Sep 25 2016 10:16:26 GMT-0400 (EDT)","2016-09-25","2016-09-25 14:16:26 UTC","Eastern Time (US & Canada)",764,"","","","false","","","",333948,"2016-09-25 14:16:29 UTC","2016-09-25 14:33:39 UTC","needs_id","CC-BY-NC",NA,3,"false"
"715","Leccinum","2016-09-24 15:41:34 -0300","","Westmorland, CA-NB, CA",45.9404365526,-64.4080818665,NA,"","http://inaturalist.ca/observations/4196043","https://static.inaturalist.org/photos/4999797/medium.jpg?1474767885","madalonb",4196043,"boletes and allies","Fungi",54203,"false",2,0,"Sat Sep 24 2016 15:41:34 GMT-0300 (ADT)","2016-09-24","2016-09-24 18:41:34 UTC","Atlantic Time (Canada)",998,"","","","false","","","",335743,"2016-09-25 01:44:34 UTC","2018-11-14 14:03:01 UTC","needs_id","CC-BY-NC",NA,3,"false"
"716","Fomes fomentarius","2016-09-24 16:48:01 -0400","On dead, fallen, rotting birch ","55 Savage Street Fort Kent, ME 04743",47.24722255,-68.59372265,NA,"Hoof Fungus","http://www.inaturalist.org/observations/4193934","https://static.inaturalist.org/photos/4996521/medium.jpeg?1474750168","kaitlindif",4193934,"Hoof Fungus","Fungi",127510,"false",0,0,"2016-09-24 4:48:01 PM EDT","2016-09-24","2016-09-24 20:48:01 UTC","Eastern Time (US & Canada)",10,"","","","false","","","",316433,"2016-09-24 20:48:35 UTC","2016-09-27 17:25:41 UTC","needs_id","CC-BY-NC",NA,2,"false"
"717","Ganoderma applanatum","2016-09-24 16:23:56 -0400","On bottom of dead hardwood","75 Savage Street Fort Kent, ME 04743",47.24783282,-68.59282584,NA,"artist's bracket","http://www.inaturalist.org/observations/4193632","https://static.inaturalist.org/photos/4996091/medium.jpeg?1474748715","kaitlindif",4193632,"Artist's Bracket","Fungi",48473,"true",1,0,"2016-09-24 4:23:56 PM EDT","2016-09-24","2016-09-24 20:23:56 UTC","Eastern Time (US & Canada)",9,"","","","false","","","",316433,"2016-09-24 20:25:06 UTC","2016-10-28 03:47:47 UTC","needs_id","CC-BY-NC",NA,2,"false"
"718","Boletales","2016-09-24 12:00:18 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74051249,-68.0203844,NA,"boletes and allies","http://www.inaturalist.org/observations/4190736","https://static.inaturalist.org/photos/4992767/medium.jpeg?1474732929","keanna",4190736,"","Fungi",48427,"true",0,0,"2016-09-24 12:00:18 PM EDT","2016-09-24","2016-09-24 16:00:18 UTC","Eastern Time (US & Canada)",10,"","","","false","","","",316432,"2016-09-24 16:01:42 UTC","2016-10-28 15:24:26 UTC","needs_id","CC-BY-NC",NA,2,"false"
"719","Fungi","2016-09-24 11:58:36 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74051634,-68.02039235,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4190713","https://static.inaturalist.org/photos/4992748/medium.jpeg?1474732849","keanna",4190713,"","Fungi",47170,"true",0,0,"2016-09-24 11:58:36 AM EDT","2016-09-24","2016-09-24 15:58:36 UTC","Eastern Time (US & Canada)",6,"","","","false","","","false",316432,"2016-09-24 16:00:16 UTC","2017-12-18 03:38:47 UTC","needs_id","CC-BY-NC",NA,2,"false"
"720","Agaricales","2016-09-24 11:57:33 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74051268,-68.02040186,NA,"gilled mushrooms","http://www.inaturalist.org/observations/4190693","https://static.inaturalist.org/photos/4992723/medium.jpeg?1474732738","keanna",4190693,"","Fungi",47167,"true",0,0,"2016-09-24 11:57:33 AM EDT","2016-09-24","2016-09-24 15:57:33 UTC","Eastern Time (US & Canada)",5,"","","","false","","","",316432,"2016-09-24 15:58:33 UTC","2016-10-17 20:23:33 UTC","needs_id","CC-BY-NC",NA,2,"false"
"721","Fungi","2016-09-24 11:56:48 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74052269,-68.02042298,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4190688","https://static.inaturalist.org/photos/4992694/medium.jpeg?1474732671","keanna",4190688,"","Fungi",47170,"true",0,0,"2016-09-24 11:56:48 AM EDT","2016-09-24","2016-09-24 15:56:48 UTC","Eastern Time (US & Canada)",10,"","","","false","","","false",316432,"2016-09-24 15:57:23 UTC","2017-12-18 03:38:43 UTC","needs_id","CC-BY-NC",NA,2,"false"
"722","Trametes versicolor","2016-09-24 11:55:08 -0400","","Aroostook County, US-ME, US",46.74053254,-68.02042315,NA,"turkey-tail","http://www.inaturalist.org/observations/4190673","https://static.inaturalist.org/photos/4992659/medium.jpeg?1474732579","keanna",4190673,"Turkey-tail","Fungi",54134,"true",0,0,"2016-09-24 11:55:08 AM EDT","2016-09-24","2016-09-24 15:55:08 UTC","Eastern Time (US & Canada)",3,"","","","false","","","",316432,"2016-09-24 15:55:48 UTC","2016-09-26 19:10:38 UTC","needs_id","CC-BY-NC",NA,2,"false"
"723","Fungi","2016-09-24 11:53:49 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74053865,-68.02036987,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4190663","https://static.inaturalist.org/photos/4992638/medium.jpeg?1474732497","keanna",4190663,"","Fungi",47170,"true",0,0,"2016-09-24 11:53:49 AM EDT","2016-09-24","2016-09-24 15:53:49 UTC","Eastern Time (US & Canada)",10,"","","","false","","","false",316432,"2016-09-24 15:54:25 UTC","2017-12-18 03:38:20 UTC","needs_id","CC-BY-NC",NA,2,"false"
"724","Piptoporus betulinus","2016-09-24 11:52:28 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74053511,-68.02036603,NA,"birch polypore","http://www.inaturalist.org/observations/4190646","https://static.inaturalist.org/photos/4992599/medium.jpeg?1474732398","keanna",4190646,"Birch Polypore","Fungi",83490,"true",0,0,"2016-09-24 11:52:28 AM EDT","2016-09-24","2016-09-24 15:52:28 UTC","Eastern Time (US & Canada)",8,"","","","false","","","",316432,"2016-09-24 15:52:54 UTC","2016-09-26 19:10:36 UTC","needs_id","CC-BY-NC",NA,2,"false"
"725","Lycoperdon pyriforme","2016-09-24 11:50:23 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74053711,-68.0203683,NA,"stump puffball","http://www.inaturalist.org/observations/4190635","https://static.inaturalist.org/photos/4992558/medium.jpeg?1474732309","keanna",4190635,"Stump Puffball","Fungi",119528,"true",1,0,"2016-09-24 11:50:23 AM EDT","2016-09-24","2016-09-24 15:50:23 UTC","Eastern Time (US & Canada)",19,"","","","false","","","",316432,"2016-09-24 15:51:20 UTC","2016-10-28 03:47:52 UTC","research","CC-BY-NC",NA,2,"false"
"726","Tremella mesenterica","2016-09-24 11:48:27 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74053826,-68.02037298,NA,"witch's butter","http://www.inaturalist.org/observations/4190621","https://static.inaturalist.org/photos/4992507/medium.jpeg?1474732191","keanna",4190621,"Witch's Butter","Fungi",48529,"true",0,0,"2016-09-24 11:48:27 AM EDT","2016-09-24","2016-09-24 15:48:27 UTC","Eastern Time (US & Canada)",9,"","","","false","","","",316432,"2016-09-24 15:49:22 UTC","2016-09-26 19:10:33 UTC","needs_id","CC-BY-NC",NA,2,"false"
"727","Auricularia auricula-judae","2016-09-24 11:47:08 -0400","","10 Wallace Street Presque Isle, ME 04769",46.7405404,-68.02037414,NA,"Jelly Ear","http://www.inaturalist.org/observations/4190613","https://static.inaturalist.org/photos/4992486/medium.jpeg?1474732144","keanna",4190613,"Jelly Ear","Fungi",50813,"true",0,0,"2016-09-24 11:47:08 AM EDT","2016-09-24","2016-09-24 15:47:08 UTC","Eastern Time (US & Canada)",12,"","","","false","","","",316432,"2016-09-24 15:48:33 UTC","2016-09-26 19:10:32 UTC","needs_id","CC-BY-NC",NA,2,"false"
"728","Lepista","2016-09-24 11:45:35 -0400","","10 Wallace Street Presque Isle, ME 04769",46.7405407,-68.0203766,NA,"Blewits","http://www.inaturalist.org/observations/4190581","https://static.inaturalist.org/photos/4992407/medium.jpeg?1474731984","keanna",4190581,"Lepista","Fungi",55591,"true",2,0,"2016-09-24 11:45:35 AM EDT","2016-09-24","2016-09-24 15:45:35 UTC","Eastern Time (US & Canada)",19,"","","","false","","","",316432,"2016-09-24 15:45:55 UTC","2016-11-03 18:55:10 UTC","needs_id","CC-BY-NC",NA,2,"false"
"729","Fomes fomentarius","2016-09-24 11:43:41 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74054452,-68.02037624,NA,"Hoof Fungus","http://www.inaturalist.org/observations/4190552","https://static.inaturalist.org/photos/4992374/medium.jpeg?1474731906","keanna",4190552,"Ganoderma resinaceum","Fungi",127510,"true",0,0,"2016-09-24 11:43:41 AM EDT","2016-09-24","2016-09-24 15:43:41 UTC","Eastern Time (US & Canada)",7,"","","","false","","","",316432,"2016-09-24 15:44:39 UTC","2018-04-22 17:38:02 UTC","needs_id","CC-BY-NC",NA,2,"false"
"730","Russula","2016-09-24 11:42:33 -0400","","10 Wallace Street Presque Isle, ME 04769",46.74053605,-68.02037342,NA,"brittlegills","http://www.inaturalist.org/observations/4190544","https://static.inaturalist.org/photos/4992346/medium.jpeg?1474731851","keanna",4190544,"brittlegills","Fungi",48339,"true",2,0,"2016-09-24 11:42:33 AM EDT","2016-09-24","2016-09-24 15:42:33 UTC","Eastern Time (US & Canada)",5,"","","","false","","","",316432,"2016-09-24 15:43:44 UTC","2018-05-31 05:37:43 UTC","needs_id","CC-BY-NC",NA,2,"false"
"731","Fungi","2016-09-24 11:40:29 -0400","","10 Wallace Street Presque Isle, ME 04769",46.7405432,-68.02040123,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4190520","https://static.inaturalist.org/photos/4992303/medium.jpeg?1474731700","keanna",4190520,"","Fungi",47170,"true",0,0,"2016-09-24 11:40:29 AM EDT","2016-09-24","2016-09-24 15:40:29 UTC","Eastern Time (US & Canada)",9,"","","","false","","","false",316432,"2016-09-24 15:41:14 UTC","2017-12-17 23:03:26 UTC","needs_id","CC-BY-NC",NA,2,"false"
"732","Fungi","2016-09-24 11:26:28 -0400","","8 Howard Street Presque Isle, ME 04769",46.67781321,-68.0157122,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4190323","https://static.inaturalist.org/photos/4992096/medium.jpeg?1474730836","keanna",4190323,"","Fungi",47170,"true",0,0,"2016-09-24 11:26:28 AM EDT","2016-09-24","2016-09-24 15:26:28 UTC","Eastern Time (US & Canada)",4,"","","","false","","","",316432,"2016-09-24 15:27:04 UTC","2017-05-04 17:27:31 UTC","needs_id","CC-BY-NC",NA,2,"false"
"733","Hygrocybe","2016-09-23 13:40:00 +1000","Field Notes - very small but perhaps not fully grown. ? 
","Canada",45.0418341816,-72.6847076331,NA,"Waxcaps","http://www.inaturalist.org/observations/4187652","https://static.inaturalist.org/photos/4989018/medium.jpg?1474695182","ravenwispers",4187652,"Waxy Caps","Fungi",51871,"true",3,0,"2016-09-23T13:40","2016-09-23","2016-09-23 03:40:00 UTC","Sydney",NA,"Brome-Missisquoi, CA-QC, CA","obscured","","true","","","",333411,"2016-09-24 05:32:58 UTC","2017-04-07 14:33:26 UTC","needs_id","CC-BY",NA,111,"false"
"734","Boletaceae","2016-09-22 14:00:00 -0700","","Grand Lake Stream, ME",45.1867351893,-67.784311473,NA,"boletes","http://www.inaturalist.org/observations/4185709","https://static.inaturalist.org/photos/4986578/medium.jpeg?1474680825","pc800rider",4185709,"boletes","Fungi",48702,"true",1,0,"2016-09-22 2:00:00 PM PDT","2016-09-22","2016-09-22 21:00:00 UTC","Pacific Time (US & Canada)",2752,"","","","false","gps","gps","",335205,"2016-09-24 01:33:35 UTC","2019-03-18 05:41:45 UTC","needs_id","CC-BY-NC",NA,2,"false"
"735","Calvatia gigantea","2016-09-16 13:56:00 +1000","Field Notes - roughly 13"" across and 8""
cracking on top, white inside with an earthy smell.
weighed 3-4lbs.
resting in the grass about 10 feet from a black Walnut tree.","Canada",45.0526725134,-72.7778063496,NA,"giant puffball","http://www.inaturalist.org/observations/4183550","https://static.inaturalist.org/photos/4983760/medium.jpg?1474663773","niccu",4183550,"Calvatia gigantea","Fungi",57692,"true",4,0,"2016-09-16T13:56","2016-09-16","2016-09-16 03:56:00 UTC","Sydney",NA,"Brome-Missisquoi, CA-QC, CA","obscured","","true","","","",336744,"2016-09-23 20:49:28 UTC","2018-04-05 16:36:32 UTC","research","CC-BY",NA,111,"false"
"736","Fungi","2016-09-21 11:27:13 -0400","Tan cap turning brown after siting on a spore print. Spore print is white. Found on the side of a soft wood log in a mixed forest. ","04743, Wallagrass, ME, US",47.117141087,-68.5688439033,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4182095","https://static.inaturalist.org/photos/4981888/medium.jpg?1474652168","sehannigan",4182095,"Melenoleuca melaleuca","Fungi",47170,"false",0,0,"Wed Sep 21 2016 11:27:13 GMT-0400 (EDT)","2016-09-21","2016-09-21 15:27:13 UTC","Eastern Time (US & Canada)",175,"","","","false","","","false",316429,"2016-09-23 17:31:16 UTC","2017-12-17 18:20:29 UTC","needs_id","CC-BY-NC",NA,3,"false"
"737","Hygrophorus chrysodon","2016-09-21 11:34:03 -0400","White cap with a yellowish tint on top, and a white stem. Spore print is white. Found on the forest floor in a mixed forest. ","04743, Wallagrass, ME, US",47.1171196644,-68.5701492876,NA,"Gold Dust Waxy Cap","http://www.inaturalist.org/observations/4182045","https://static.inaturalist.org/photos/4981805/medium.jpg?1474651773","sehannigan",4182045,"","Fungi",344545,"false",0,0,"Wed Sep 21 2016 11:34:03 GMT-0400 (EDT)","2016-09-21","2016-09-21 15:34:03 UTC","Eastern Time (US & Canada)",219,"","","","false","","","",316429,"2016-09-23 17:28:16 UTC","2016-09-23 17:31:16 UTC","needs_id","CC-BY-NC",NA,3,"false"
"738","Fungi","2016-09-21 11:30:53 -0400","Purplish white cap with a white stem. Spore print is a rusty brown. Found on the forest floor in a mixed wood forest. Growing near moss. ","04743, Wallagrass, ME, US",47.1169656269,-68.5689003048,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4182004","https://static.inaturalist.org/photos/4981772/medium.jpg?1474651488","sehannigan",4182004,"Cortinarious iodes","Fungi",47170,"false",0,0,"Wed Sep 21 2016 11:30:53 GMT-0400 (EDT)","2016-09-21","2016-09-21 15:30:53 UTC","Eastern Time (US & Canada)",98,"","","","false","","","",316429,"2016-09-23 17:22:48 UTC","2016-09-24 23:15:27 UTC","needs_id","CC-BY-NC",NA,3,"false"
"739","Russula silvicola","2016-09-21 11:22:02 -0400","Reddish white cap with white gills. White spore print Found in a mossy area on a log. Mixed wood forest, hard and soft wood trees surrounding it ","04743, Wallagrass, ME, US",47.1168133796,-68.5684927239,NA,"emetic russula","http://www.inaturalist.org/observations/4181981","https://static.inaturalist.org/photos/4981730/medium.jpg?1474651271","sehannigan",4181981,"","Fungi",203672,"false",0,0,"Wed Sep 21 2016 11:22:02 GMT-0400 (EDT)","2016-09-21","2016-09-21 15:22:02 UTC","Eastern Time (US & Canada)",651,"","","","false","","","",316429,"2016-09-23 17:19:52 UTC","2016-09-23 17:22:48 UTC","needs_id","CC-BY-NC",NA,3,"false"
"740","Agaricomycetes","2016-09-09 10:37:00 +1000","Field Notes - at first I thought the smaller ones were different, but now I thing it's the same mushroom at different stages.","Canada",45.0095880528,-72.6520054847,NA,"agaricomycetes","http://www.inaturalist.org/observations/4180103","https://static.inaturalist.org/photos/4979264/medium.jpg?1474627062","ravenwispers",4180103,"Agaricomycetes","Fungi",50814,"true",5,0,"2016-09-09T10:37","2016-09-09","2016-09-09 00:37:00 UTC","Sydney",NA,"Brome-Missisquoi, CA-QC, CA","obscured","","true","","","",333411,"2016-09-23 10:37:38 UTC","2018-03-26 17:06:01 UTC","needs_id","CC-BY",NA,111,"false"
"741","Fungi","2016-09-22 13:46:28 -0400","","00134, Northern Washington Co, ME, US",45.1752866667,-67.7882833333,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4176169","https://static.inaturalist.org/photos/4973809/medium.jpg?1474582249","nicolegallup",4176169,"","Fungi",47170,"false",0,0,"Thu Sep 22 2016 13:46:28 GMT-0400 (EDT)","2016-09-22","2016-09-22 17:46:28 UTC","Eastern Time (US & Canada)",NA,"","","","false","","","",255172,"2016-09-22 22:10:30 UTC","2016-09-22 22:29:19 UTC","needs_id","CC-BY-NC",NA,3,"false"
"742","Basidiomycota","2016-09-22 13:40:39 -0400","","94–298 Shaw St, Northern Washington Co, ME, US",45.1844116667,-67.7846216667,NA,"Basidiomycete Fungi","http://www.inaturalist.org/observations/4176167","https://static.inaturalist.org/photos/4973807/medium.jpg?1474582222","nicolegallup",4176167,"","Fungi",47169,"false",0,0,"Thu Sep 22 2016 13:40:39 GMT-0400 (EDT)","2016-09-22","2016-09-22 17:40:39 UTC","Eastern Time (US & Canada)",NA,"","","","false","","","",255172,"2016-09-22 22:10:10 UTC","2016-09-22 22:29:18 UTC","needs_id","CC-BY-NC",NA,3,"false"
"743","Basidiomycota","2016-09-22 13:40:27 -0400","","94–298 Shaw St, Northern Washington Co, ME, US",45.18443,-67.7846366667,NA,"Basidiomycete Fungi","http://www.inaturalist.org/observations/4176166","https://static.inaturalist.org/photos/4973805/medium.jpg?1474582211","nicolegallup",4176166,"","Fungi",47169,"false",0,0,"Thu Sep 22 2016 13:40:27 GMT-0400 (EDT)","2016-09-22","2016-09-22 17:40:27 UTC","Eastern Time (US & Canada)",NA,"","","","false","","","",255172,"2016-09-22 22:09:52 UTC","2016-09-22 22:29:16 UTC","needs_id","CC-BY-NC",NA,3,"false"
"744","Ganoderma","2016-09-22 13:39:29 -0400","","94–298 Shaw St, Northern Washington Co, ME, US",45.18443,-67.7846,NA,"artist's bracket and allies","http://www.inaturalist.org/observations/4176163","https://static.inaturalist.org/photos/4973799/medium.jpg?1474582178","nicolegallup",4176163,"Club Fungi","Fungi",48475,"false",1,0,"Thu Sep 22 2016 13:39:29 GMT-0400 (EDT)","2016-09-22","2016-09-22 17:39:29 UTC","Eastern Time (US & Canada)",NA,"","","","false","","","",255172,"2016-09-22 22:09:13 UTC","2018-11-14 14:06:42 UTC","needs_id","CC-BY-NC",NA,3,"false"
"745","Basidiomycota","2016-09-22 12:40:51 -0400","","00134, Northern Washington Co, ME, US",45.190625,-67.7917716667,NA,"Basidiomycete Fungi","http://www.inaturalist.org/observations/4176155","https://static.inaturalist.org/photos/4973779/medium.jpg?1474582086","nicolegallup",4176155,"","Fungi",47169,"false",0,0,"Thu Sep 22 2016 12:40:51 GMT-0400 (EDT)","2016-09-22","2016-09-22 16:40:51 UTC","Eastern Time (US & Canada)",NA,"","","","false","","","",255172,"2016-09-22 22:07:58 UTC","2016-09-22 22:29:00 UTC","needs_id","CC-BY-NC",NA,3,"false"
"746","Hygrocybe","2016-09-21 13:27:29 -0300","","Fundy National Park, Alma, NB, CA",45.6340416667,-65.0075222167,NA,"Waxcaps","http://www.inaturalist.org/observations/4172463","https://static.inaturalist.org/photos/4968520/medium.jpg?1474537375","daniellelate",4172463,"Waxy Caps","Fungi",51871,"false",1,0,"Wed Sep 21 2016 13:27:29 GMT-0300 (ADT)","2016-09-21","2016-09-21 16:27:29 UTC","Atlantic Time (Canada)",NA,"","","","false","","","",273687,"2016-09-22 09:42:14 UTC","2016-11-17 18:20:53 UTC","needs_id","",NA,3,"false"
"747","Leotia viscosa","2016-09-21 13:10:01 -0300","","Fundy National Park, Alma, NB, CA",45.630895,-65.0188916667,NA,"Chicken Lips","http://www.inaturalist.org/observations/4172451","https://static.inaturalist.org/photos/4968510/medium.jpg?1474537256","daniellelate",4172451,"Chicken Lips","Fungi",348808,"false",2,0,"Wed Sep 21 2016 13:10:01 GMT-0300 (ADT)","2016-09-21","2016-09-21 16:10:01 UTC","Atlantic Time (Canada)",NA,"","","","false","","","",273687,"2016-09-22 09:40:26 UTC","2017-08-05 02:45:34 UTC","research","",NA,3,"false"
"748","Polyporales","2016-09-09 10:35:00 +1000","Field Notes - I just lost my notes  :=( ...
OK, it was stiff. I looked in a book... that was the closest thing I could find. the mushrooms flowers (so to speak) were about 6inches wide. hope it helps","Canada",45.1615704361,-72.7252831315,NA,"shelf fungi","http://www.inaturalist.org/observations/4170410","https://static.inaturalist.org/photos/4965873/medium.jpg?1474509795","ravenwispers",4170410,"Fungi Including Lichens","Fungi",47380,"true",1,0,"2016-09-09T10:35","2016-09-09","2016-09-09 00:35:00 UTC","Sydney",NA,"Brome-Missisquoi, CA-QC, CA","obscured","","true","","","",333411,"2016-09-22 02:03:10 UTC","2018-11-14 14:07:52 UTC","needs_id","CC-BY",NA,111,"false"
"749","Fungi","2016-09-21 20:45:39 -0400","Found by birch trees in a highly disturbed area. 
","36 Page Ave, Fort Kent, ME, US",47.2486640839,-68.5928284284,NA,"Fungi Including Lichens","http://www.inaturalist.org/observations/4169753","https://static.inaturalist.org/photos/4965212/medium.jpg?1474506714","chachwow",4169753,"Chalciporus piperatus","Fungi",47170,"false",0,0,"Wed Sep 21 2016 20:45:39 GMT-0400 (EDT)","2016-09-21","2016-09-22 00:45:39 UTC","Eastern Time (US & Canada)",5,"","","","false","","","",316542,"2016-09-22 00:54:24 UTC","2016-10-31 15:53:59 UTC","needs_id","CC-BY-NC",NA,3,"false"
